,CUI,STR,NAME_SAB,DEF,DEF_SAB,TUI,STY
1535,C1857451,Acth-Independent Macronodular Adrenal Hyperplasia,MTH,,,T047,Disease or Syndrome
1536,C1857702,Endocrine Features,OMIM,,,T201,Clinical Attribute
1537,C1857761,Alagille Syndrome 2,OMIM,,,T047,Disease or Syndrome
1538,C1857775,"Diabetes Mellitus, Neonatal, With Congenital Hypothyroidism",OMIM,,,T047,Disease or Syndrome
1539,C1857808,"Diabetes Mellitus, Insulin-Dependent, 19",MTH,,,T047,Disease or Syndrome
1540,C1857958,"Diabetes Mellitus, Congenital Autoimmune",OMIM,,,T047,Disease or Syndrome
1541,C1858028,Wolfram Syndrome 2,OMIM,,,T047,Disease or Syndrome
1542,C1858054,Bardet-Biedl Syndrome 6,OMIM,,,T047,Disease or Syndrome
1543,C1858067,Asthma And Nasal Polyps,MTH,,,T047,Disease or Syndrome
1544,C1858460,Maternal,SNOMEDCT_US,A designation that has some relationship to motherhood.,NCI,T033,Finding
1545,C1858915,Focal Segmental Glomerulosclerosis 2,NCI,"An autosomal dominant type of focal segmental glomerulosclerosis caused by mutation(s) in the TRPC6 gene, encoding short transient receptor potential channel 6.",NCI,T047,Disease or Syndrome
1546,C1859310,"Celiac Disease, Susceptibility To, 1",OMIM,,,T033,Finding
1547,C1859596,"Atherosclerosis, Premature, With Deafness, Nephropathy, Diabetes Mellitus, Photomyoclonus, And Degenerative Neurologic Disease",OMIM,,,T047,Disease or Syndrome
1548,C1859647,"Asthma, Short Stature, And Elevated Iga",OMIM,,,T047,Disease or Syndrome
1549,C1859726,Arterial tortuosity syndrome,SNOMEDCT_US,"Arterial tortuosity syndrome is a disorder that affects connective tissue. Connective tissue provides strength and flexibility to structures throughout the body, including blood vessels, skin, joints, and the gastrointestinal tract.~As its name suggests, arterial tortuosity syndrome is characterized by blood vessel abnormalities, particularly abnormal twists and turns (tortuosity) of the blood vessels that carry blood from the heart to the rest of the body (the arteries). Tortuosity arises from abnormal elongation of the arteries; since the end points of the arteries are fixed, the extra length twists and curves. Other blood vessel abnormalities that may occur in this disorder include constriction (stenosis) and abnormal bulging (aneurysm) of vessels, as well as small clusters of enlarged blood vessels just under the skin (telangiectasia).~Complications resulting from the abnormal arteries can be life-threatening. Rupture of an aneurysm or sudden tearing (dissection) of the layers in an arterial wall can result in massive loss of blood from the circulatory system. Blockage of blood flow to vital organs such as the heart, lungs, or brain can lead to heart attacks, respiratory problems, and strokes. Stenosis of the arteries forces the heart to work harder to pump blood and may lead to heart failure. As a result of these complications, arterial tortuosity syndrome is often fatal in childhood, although some individuals with mild cases of the disorder live into adulthood.~Features of arterial tortuosity syndrome outside the circulatory system are caused by abnormal connective tissue in other parts of the body. These features include joints that are either loose and very flexible (hypermobile) or that have deformities limiting movement (contractures), and unusually soft and stretchable skin. Some affected individuals have long, slender fingers and toes (arachnodactyly); curvature of the spine (scoliosis); or a chest that is either sunken (pectus excavatum) or protruding (pectus carinatum). They may have protrusion of organs through gaps in muscles (hernias), elongation of the intestines, or pouches called diverticula in the intestinal walls.~People with arterial tortuosity syndrome often look older than their age and have distinctive facial features including a long, narrow face with droopy cheeks; eye openings that are narrowed (blepharophimosis) with outside corners that point downward (downslanting palpebral fissures); a beaked nose with soft cartilage; a high, arched roof of the mouth (palate); a small lower jaw (micrognathia); and large ears. The cornea, which is the clear front covering of the eye, may be cone-shaped and abnormally thin (keratoconus).",MEDLINEPLUS,T047,Disease or Syndrome
1550,C1859783,"Angiomatosis, Diffuse Corticomeningeal, Of Divry And Van Bogaert",OMIM,,,T047,Disease or Syndrome
1551,C1859965,"Alaninuria With Microcephaly, Dwarfism, Enamel Hypoplasia, And Diabetes Mellitus",OMIM,"Stimmler syndrome is characterised by the association of microcephaly, low birth weight and severe intellectual deficit with dwarfism, small teeth and diabetes mellitus. Two cases have been described. Biochemical tests reveal the presence of high levels of alanine in the urine and elevated alanine, pyruvate and lactate levels in the blood.",SNOMEDCT_US,T019,Congenital Abnormality
1552,C1862170,Brachydactyly with hypertension,MTH,"Un síndrome genético raro con braquidactilia caracterizado por la asociación de braquidactilia tipo E e hipertensión (debida a anomalías vasculares o neurovasulares), así como las características adicionales de baja estatura y bajo peso de nacimiento (en comparación con familiares no afectados), hábito robusto y cara redonda. La hipertensión a menudo se inicia en la infancia y si no se trata, la mayoría de los pacientes habrá experimentado un accidente cerebrovascular alrededor de los 50 años.",SCTSPA,T047,Disease or Syndrome
1553,C1862510,"Arteritis, Familial Granulomatous, With Juvenile Polyarthritis",OMIM,,,T047,Disease or Syndrome
1554,C1863594,"Diabetes Mellitus, Noninsulin-Dependent, 3",MSH,,,T047,Disease or Syndrome
1555,C1864068,"Diabetes Mellitus, Insulin-Dependent, 17",MTH,,,T047,Disease or Syndrome
1556,C1864445,Histiocytosis with joint contractures and sensorineural deafness,MTH,"Histiocytosis-lymphadenopathy plus syndrome (also known as SLC29A3 spectrum disorder) is a group of conditions with overlapping signs and symptoms that affect many parts of the body. This group of disorders includes H syndrome, pigmented hypertrichosis with insulin-dependent diabetes mellitus (PHID), Faisalabad histiocytosis, and familial Rosai-Dorfman disease (RDD). These conditions were once thought to be distinct disorders; however, because of the overlapping features and shared genetic cause, they are now considered to be part of the same disease spectrum. While some affected individuals have signs and symptoms characteristic of one of the conditions, others have a range of features from two or more of the conditions. The pattern of signs and symptoms can vary even within the same family.~A feature common to the disorders in this spectrum is histiocytosis, which is the overgrowth of immune system cells called histiocytes. The cells abnormally accumulate in one or more tissues in the body, which can lead to organ or tissue damage. The buildup often occurs in the lymph nodes, leading to swelling of the lymph nodes (lymphadenopathy). Other areas of cell accumulation can include the skin, kidneys, brain and spinal cord (central nervous system), or digestive tract.~This spectrum is known as histiocytosis-lymphadenopathy plus syndrome because the disorders that make up the spectrum can have additional signs and symptoms. A characteristic feature of H syndrome is abnormal patches of skin (lesions), typically on the lower body. These lesions are unusually dark (hyperpigmented) and have excessive hair growth (hypertrichosis). In addition, histiocytes accumulate at the site of the skin lesions. Other features of H syndrome include enlargement of the liver (hepatomegaly), heart abnormalities, hearing loss, reduced amounts of hormones that direct sexual development (hypogonadism), and short stature.~Like H syndrome, PHID causes patches of hyperpigmented skin with hypertrichosis. PHID is also characterized by the development of type 1 diabetes (also known as insulin-dependent diabetes mellitus), which usually begins in childhood. Type 1 diabetes occurs when the body does not produce enough of the hormone insulin, leading to dysregulation of levels of blood glucose, also called blood sugar.~Faisalabad histiocytosis typically causes lymphadenopathy and swelling of the eyelids due to accumulation of histiocytes. Affected individuals can also have joint deformities called contractures in their fingers or toes and hearing loss.~The most common feature of familial RDD is lymphadenopathy, usually affecting lymph nodes in the neck. Histiocytes can also accumulate in other parts of the body. (Familial RDD is one of several forms of RDD; the other forms are not considered part of histiocytosis-lymphadenopathy plus syndrome.)",MEDLINEPLUS,T047,Disease or Syndrome
1557,C1864620,Metabolic Features,OMIM,,,T201,Clinical Attribute
1558,C1864623,"Diabetes mellitus, transient neonatal 3",SNOMEDCT_US,,,T047,Disease or Syndrome
1559,C1864668,"Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Dominant 4",OMIM,,,T047,Disease or Syndrome
1560,C1864723,Pyridoxamine 5-Prime-Phosphate Oxidase Deficiency,OMIM,"Pyridoxal phosphate-responsive seizures (sometimes called pyridoxamine 5'-phosphate oxidase deficiency or PNPO deficiency) is a condition in which repeated seizures (epilepsy) typically begin within the first two weeks of life. In approximately 10 percent of individuals with PNPO deficiency, the seizures have a later onset, beginning after the first month of life. The seizures typically involve irregular involuntary muscle contractions (myoclonus), abnormal eye movements, or convulsions. In some cases, the seizures may last for several minutes or the seizures may occur too close together to allow for recovery between episodes (status epilepticus). Some babies with PNPO deficiency will experience seizures before birth, and some will experience a slow heart rate and a lack of oxygen before delivery (fetal distress).~Anticonvulsant medications, which are usually given to control seizures, are not effective in people with PNPO deficiency. Instead, individuals with PNPO deficiency require lifelong treatment with one of the following forms of vitamin B6: pyridoxal 5'-phosphate (PLP) or pyridoxine. If untreated, people with this condition can develop severe brain dysfunction (encephalopathy), which can lead to death. Even though seizures can be controlled with PLP or pyridoxine, people with PNPO deficiency may still experience neurological problems such as developmental delays, learning disorders, and uncontrolled movements (dystonia).~Other conditions present with signs and symptoms that are very similar to those seen in people with PNPO deficiency. These include pyridoxine-dependent epilepsy caused by changes in the ALDH7A1 gene and PLPBP deficiency caused by changes in the PLPBP gene. Individuals with these conditions are also typically treated with a form of vitamin B6.",MEDLINEPLUS,T047,Disease or Syndrome
1561,C1864839,"Maturity-Onset Diabetes Of The Young, Type 7 (Disorder)",MTH,,,T047,Disease or Syndrome
1562,C1864846,"Pigmented Nodular Adrenocortical Disease, Primary, 1",OMIM,,,T047,Disease or Syndrome
1563,C1864851,"Pigmented Nodular Adrenocortical Disease, Primary, 2",OMIM,,,T047,Disease or Syndrome
1564,C1864902,"Hyperinsulinemic Hypoglycemia, Familial, 7",OMIM,"Hyperinsulinism due to mutation(s) in the regulatory region of the SLC16A1 gene, encoding monocarboxylate transporter 1 (MCT1). The mutation(s) result in aberrant expression of MCT1 in the beta cell, leading to inappropriate insulin secretion and hypoglycemia triggered by anaerobic exercise.",NCI,T047,Disease or Syndrome
1565,C1864912,Deficiency of 2-methylbutyryl-CoA dehydrogenase,SNOMEDCT_US,"Short/branched chain acyl-CoA dehydrogenase (SBCAD) deficiency (also known as 2-methylbutyryl-CoA dehydrogenase deficiency) is a rare disorder in which the body is unable to process proteins properly. Normally, the body breaks down proteins from food into smaller parts called amino acids. Amino acids can be further processed to provide energy for the body. People with SBCAD deficiency cannot process a particular amino acid called isoleucine.~Most cases of SBCAD deficiency are detected shortly after birth by newborn screening, which identifies abnormal levels of certain compounds in the blood. In individuals with this condition, a compound called 2-methylbutyryl carnitine is elevated in the blood and another called 2-methylbutyrylglycine is elevated in the urine (2-methylbutyrylglycinuria).~Most people with SBCAD deficiency have no health problems related to the disorder. A small percentage of affected individuals develop signs and symptoms of the condition, which can begin soon after birth or later in childhood. The initial symptoms often include poor feeding, lack of energy (lethargy), vomiting, and irritability. These symptoms sometimes progress to serious health problems such as difficulty breathing, seizures, and coma. Additional problems can include poor growth, vision impairment, learning disabilities, muscle weakness, and delays in motor skills such as standing and walking.~It is unclear why some people with SBCAD deficiency develop health problems and others do not. Doctors suggest that in some cases, signs and symptoms may be triggered by infections, prolonged periods without food (fasting), or an increased amount of protein-rich foods in the diet.",MEDLINEPLUS,T047,Disease or Syndrome
1566,C1864948,"Hyperinsulinemic Hypoglycemia, Familial, 4",OMIM,,,T047,Disease or Syndrome
1567,C1864952,"Hyperinsulinemic Hypoglycemia, Familial, 5",OMIM,,,T047,Disease or Syndrome
1568,C1865267,"Arterial Occlusive Disease, Progressive, with Hypertension, Heart Defects, Bone Fragility, and Brachysyndactyly",MTH,"Grange syndrome is a rare condition that primarily affects the blood vessels. It is characterized by narrowing (stenosis) or blockage (occlusion) of arteries that supply blood to various organs and tissues, including the kidneys, brain, and heart. Stenosis or occlusion of the arteries that supply blood to the kidneys (renal arteries) can result in chronic high blood pressure (hypertension). Blockage of the arteries that carry blood to the brain (cerebral arteries) can cause a stroke.~Additional features of Grange syndrome can include short fingers and toes (brachydactyly), fusion of some of the fingers or toes (syndactyly), fragile bones that are prone to breakage, and learning disabilities. Most people with this disorder also have heart defects that are present from birth.",MEDLINEPLUS,T047,Disease or Syndrome
1569,C1865285,Megalencephaly cutis marmorata telangiectatica congenita,MTH,"Megalencephaly-capillary malformation syndrome (MCAP) is a disorder characterized by overgrowth of several tissues in the body. Its primary features are a large brain (megalencephaly) and abnormalities of small blood vessels in the skin called capillaries (capillary malformations).~In individuals with MCAP, megalencephaly leads to an unusually large head size (macrocephaly), which is typically evident at birth. After birth, the brain and head continue to grow at a fast rate for the first few years of life; then, the growth slows to a normal rate, although the head remains larger than average. Additional brain abnormalities are common in people with MCAP; these can include excess fluid within the brain (hydrocephalus) and abnormalities in the brain's structure, such as those known as Chiari malformation and polymicrogyria. Abnormal brain development leads to intellectual disability in most affected individuals and can also cause seizures or weak muscle tone (hypotonia). In particular, polymicrogyria is associated with speech delays and difficulty chewing and swallowing.~The capillary malformations characteristic of MCAP are composed of enlarged capillaries that increase blood flow near the surface of the skin. These malformations usually look like pink or red spots on the skin. In most affected individuals, capillary malformations occur on the face, particularly the nose, the upper lip, and the area between the nose and upper lip (the philtrum). In other people with MCAP, the malformations appear as patches spread over the body or as a reddish net-like pattern on the skin (cutis marmorata).~In some people with MCAP, excessive growth affects not only the brain but other individual parts of the body, which is known as segmental overgrowth. This can lead to one arm or leg that is bigger or longer than the other or a few oversized fingers or toes. Some affected individuals have fusion of the skin between two or more fingers or toes (cutaneous syndactyly).~Additional features of MCAP can include flexible joints and skin that stretches easily. Some affected individuals are said to have doughy skin because the tissue under the skin is unusually thick and soft.~The gene involved in MCAP is also associated with several types of cancer. Only a small number of individuals with MCAP have developed tumors (in particular, a childhood form of kidney cancer known as Wilms tumor and noncancerous tumors in the nervous system known as meningiomas).",MEDLINEPLUS,T047,Disease or Syndrome
1570,C1865290,"Hyperinsulinemic Hypoglycemia, Familial, 3",OMIM,,,T047,Disease or Syndrome
1571,C1865292,Nonketotic hypoglycemia,HPO,,,T033,Finding
1572,C1865872,Nephronophthisis 2,OMIM,"A rare clinical variant of hereditary nephronophthisis characterized by reduced renal concentrating ability, chronic tubulointerstitial nephritis, cystic renal disease, and progression to end-stage renal disease (ESRD) before 3 years of age.",ORPHANET,T047,Disease or Syndrome
1573,C1866040,"Diabetes Mellitus, Insulin-Dependent, 10",MTH,,,T047,Disease or Syndrome
1574,C1866041,"Diabetes Mellitus, Insulin-Dependent, 6",MTH,,,T047,Disease or Syndrome
1575,C1866427,Arthrogryposis And Ectodermal Dysplasia,OMIM,,,T047,Disease or Syndrome
1576,C1866519,"Diabetes Mellitus, Insulin-Dependent, 15",MTH,,,T047,Disease or Syndrome
1577,C1867020,"Scalp, ear, nipple syndrome",SNOMEDCT_US,"Scalp-ear-nipple syndrome, as its name suggests, is a condition characterized by abnormalities of the scalp, ears, and nipples. Less frequently, affected individuals have problems affecting other parts of the body. The features of this disorder can vary even within the same family.~Babies with scalp-ear-nipple syndrome are born with a condition called aplasia cutis congenita, which involves patchy abnormal areas (lesions) on the scalp. These lesions are firm, raised, hairless nodules that resemble open wounds or ulcers at birth, but that heal during childhood.~The external ears of people with scalp-ear-nipple syndrome may be small, cup-shaped, folded over, or otherwise mildly misshapen. Hearing is generally normal. Affected individuals also have nipples that are underdeveloped (hypothelia) or absent (athelia). In some cases the underlying breast tissue is absent as well (amastia).~Other features that can occur in this disorder include malformed and brittle fingernails and toenails (nail dystrophy), dental abnormalities including widely-spaced or missing teeth, fusion of the skin between some of the fingers and toes (cutaneous syndactyly), and kidney defects such as underdevelopment (hypoplasia) of one or both kidneys. Unusual facial features, including narrowed openings of the eyes (narrowed palpebral fissures), an increased distance between the inner corners of the eyes (telecanthus), a flat bridge of the nose, and nostrils that open to the front rather than downward (anteverted nares), can also occur in this disorder.",MEDLINEPLUS,T047,Disease or Syndrome
1578,C1868139,Medullary cystic kidney disease 1,MTH,"Medullary cystic kidney disease type 1 (MCKD1) is an inherited condition that affects the kidneys. It leads to scarring (fibrosis) and impaired function of the kidneys, usually beginning in adulthood. The kidneys filter fluid and waste products from the body. They also reabsorb needed nutrients and release them back into the blood. As MCKD1 progresses, the kidneys are less able to function, resulting in kidney failure.~Declining kidney function in people with MCKD1 leads to the signs and symptoms of the condition. The features are variable, even among members of the same family. Many individuals with MCKD1 develop high blood pressure (hypertension), especially as kidney function worsens. Some develop high levels of a waste product called uric acid in the blood (hyperuricemia) because the damaged kidneys are unable to remove uric acid effectively. In a small number of affected individuals, the buildup of this waste product can cause gout, which is a form of arthritis resulting from uric acid crystals in the joints.~Although the condition is named medullary cystic kidney disease, only about 40 percent of affected individuals have medullary cysts, which are fluid filled pockets found in a particular region of the kidney. When present, the cysts are usually found in the inner part of the kidney (the medullary region) or the border between the inner and outer parts (corticomedullary region). These cysts are visible by tests such as ultrasound or CT scan.",MEDLINEPLUS,T047,Disease or Syndrome
1579,C1868546,Patterson Pseudoleprechaunism Syndrome,OMIM,"Pseudoleprechaunism syndrome, Patterson type is a rare, genetic, adrenal disorder characterised by congenital bronzed hyperpigmentation, cutis laxa of the hands and feet, body disproportion (comprising large hands, feet, nose and ears), hirsutism and severe intellectual disability. Patients additionally present hyperadrenocorticism, cushingoid features, premature adrenarche and diabetes mellitus, as well as skeletal deformities (not present at birth and which progress with age). There have been no further descriptions in the literature since 1981.",SNOMEDCT_US,T047,Disease or Syndrome
1580,C1868690,"Hypoadrenocorticism, Familial",OMIM,"Genetic or familial occurrence of ADDISONS DISEASE characterized by insufficient production of cortisol, aldosterone, and/or other hormones made in the adrenal cortex.",MSH,T047,Disease or Syndrome
1581,C1868885,Uncontrolled hypertension,MDR,,,T047,Disease or Syndrome
1582,C1869028,Asthma/bronchospasm (SMQ),MDR,"Asthma ist eine chronisch entzündliche Erkrankung der Atemwege, bei der Mastzellen, Eosinophile und T-Lymphozyten eine Rolle spielen. Die Entzündung verursacht eine erhöhte Reaktion der Atemwege auf eine Vielzahl von Stimuli, die zu Bronchospasmus bzw. Bronchokonstriktion führen. Klinisch ist Asthma durch wiederkehrende Episoden von Keuchen, Atemnot, Engegefühl in der Brust und Husten gekennzeichnet. Charakteristisch für diese Episoden ist eine variable Atemwegsobstruktion; diese kann sich entweder spontan oder nach Behandlung auflösen oder teilweise rückgängig gemacht werden. 1, 2.3 Bronchospasmus bzw. Bronchokonstriktion wird definiert als Atemwegsobstruktion aufgrund der Kontraktion der glatten Muskulatur der Bronchien; eine Verbesserung des Luftstroms als Reaktion auf Bronchodilatatoren ist für die Diagnose von entscheidender Bedeutung. Der Bronchospasmus ist neben der Entzündung der Atemwege ein Faktor, der zur Obstruktion der Atemwege bei Asthmatikern beiträgt. ""Verschlimmerter Bronchospasmus/Bronchokonstriktion"" und ""paradoxer Bronchospasmus"" sind Begriffe, die zur Beschreibung einer unerwarteten Bronchospasmusepisode im Zusammenhang mit einer Inhalationsaerosolbehandlung verwendet werden; ihre Ursachen können entweder der Inhalationsvorgang oder eine Reizung durch das Aerosol (aktive oder inaktive Bestandteile) sein.1",MDRGER,T185,Classification
1583,C1869038,Anaphylactic reaction (SMQ),MDR,"L'anaphylaxie est une réaction systémique aiguë caractérisée par l'apparition de prurit, bouffées vasomotrices généralisées, urticaire, détresse respiratoire et collapsus vasculaire. Elle se manifeste chez une personne précédemment sensibilisée lors d'une nouvelle exposition à l'antigène sensibilisant. D'autres signes et symptômes incluent agitation, palpitation, paresthésies, respiration sifflante, angioedème, toux, éternuements et difficultés respiratoires dues à un spasme laryngé ou à un bronchospasme. Des présentations cliniques plus rares peuvent inclure crises d'épilepsie, vomissements, crampes abdominales et incontinence.1",MDRFRE,T185,Classification
1584,C1869043,Hyperglycaemia/new onset diabetes mellitus (SMQ),MDR,"La diagnosi si basa in genere su reperti di laboratorio di elevato livello di glucosio plasmatico a digiuno o da identificazione casuale di un incremento del glucosio plasmatico insieme a sintomi classici. L'iperglicemia diabetica è il risultato di una ridotta secrezione di insulina, di una ridotta utilizzazione del glucosio o di un incremento della produzione glucidica. Diabete mellito (DM) tipo I: comprende circa il 10% dei casi; deficienza insulinica da distruzione delle cellule beta autoimmunitaria (tipo IA) o idiopatica (tipo IB). DM tipo II: comprende circa il 90% dei casi; alterazione eterogenea del metabolismo glucidico caratterizzata da insulino-resistenza di diversa gravità, insufficienza della secrezione insulinica e incremento della produzione epatica del glucosio. Alcuni farmaci sono stati associati all'iperglicemia che può provocare una nuova insorgenza di DM: può manifestarsi come tipo I o II. Meccanismi: diminuzione della produzione insulinica, inibizione della secrezione insulinica e riduzione del volume delle cellule beta (es. ciclosporine); distruzione autoimmunitaria delle cellule beta e incremento degli anticorpi antiinsulina (es. interleuchina-2;); glucogenesi stimolata dagli ormoni e ridotta sensibilità all'insulina (es. glucocorticosteroidi); ridotta sensibilità insulinica (es. inibitori delle proteasi); spesso queste condizioni sono reversibili con l'interruzione della terapia o possono essere controllate da antidiabetici orali e/o con assunzione di insulina. Sintomatologia/esiti comuni: polidipsia, polifagia, poliuria, perdita di peso, ipercolesterolemia e ipertrigliceridemia. Complicazioni acute: chetoacidosi diabetica (DKA) particolarmente nel tipo I; stato iperosmolare non-chetotico (NKHS) specialmente nel tipo II; entrambi possono provocare sintomi neurologici incluso il coma. Complicazioni a lungo termine sono quelle di tipo microvascolare (es. retinopatia), macrovasculare (es. coronaropatia) e neuropatiche (es. parestesie).",MDRITA,T185,Classification
1585,C1869046,Neuroleptic malignant syndrome (SMQ),MDR,"Le syndrome malin des neuroleptiques (SMN) est une affection rare mais potentiellement fatale caractérisée par : hyperthermie, rigidité musculaire, altération de l'état de conscience et dysfonctionnement autonome. C'est une complication du traitement par neuroleptiques. Des symptômes similaires à ceux du SMN ont été signalés chez les patients non schizophrènes traités par réducteurs de la dopamine (comme la réserpine), après la privation d'agonistes indirects des récepteurs de la dopamine chez les patients atteints de la maladie de Parkinson, et en association à une intoxication aux agents anticholinergiques, amphétamines, carbonate de lithium, cocaïne et phencyclidine. Le diagnostic est généralement fondé sur le développement d'une rigidité musculaire grave et d'une température élevée chez les patients traités par neuroleptiques, qui s'accompagnent de différentes combinaisons de dysfonctionnement autonome (diaphorèse, incontinence, tachycardie, pression artérielle élevée ou labile), dysphagie, tremblement, myoclonie, changements de l'état de conscience allant de la confusion au coma, mutisme, leucocytose et constatation biologique de lésion musculaire, comme une élévation de la créatine phosphokinase (CPK) Il ne semble pas y avoir de différences majeures entre la présentation clinique observée sous neuroleptiques conventionnels et celle observée avec les agents antipsychotiques atypiques plus récents.",MDRFRE,T185,Classification
1586,C1869116,asthma susceptibility,MEDCIN,,,T033,Finding
1587,C1869620,Reslizumab,SNOMEDCT_US,,,T116,"Amino Acid, Peptide, or Protein"
1588,C1876722,Beta-D-Glucopyranose,NCI,"The beta isoform of D-glucopyranose, a synthetic simple monosaccharide as an energy source. D-glucopyranose is oxidized in various tissues either under aerobic or anaerobic conditions through glycolysis, and the oxidation reaction produces carbon dioxide, water and ATP.",NCI,T109,Organic Chemical
1589,C1879678,Aliskiren Hemifumarate,NCI,"An orally active nonpeptide renin inhibitor with antihypertensive activity. Aliskiren selectively binds to the S3 sub-pocket of renin, an enzyme in the renin-angiotensin-aldosterone system (RAAS) that is responsible for converting angiotensinogen to angiotensin I (AT I). By inhibiting the activity of renin, the conversion to AT I is prevented, which in turn prevents the conversion of AT I to AT II. This prevents arterial vasoconstriction by AT II and inhibits the production of aldosterone by AT II. As aldosterone causes re-uptake of sodium and water and eventually an increase in extracellular volume, aliskiren is able to prevent the effects that contribute to an increase in blood pressure.",NCI,T109,Organic Chemical
1590,C1882993,Segesterone,SNOMEDCT_US,,,T109,Organic Chemical
1591,C1948374,Fluticasone furoate,SNOMEDCT_US,"The furoate salt form of fluticasone, a synthetic trifluorinated glucocorticoid receptor agonist with anti-allergic, anti-inflammatory and anti-pruritic effects. Upon administration, fluticasone binds to and activates glucocorticoid receptor, resulting in the activation of lipocortin. Lipocortin, in turn, inhibits cytosolic phospholipase A2 and the cascade of reactions involved in the synthesis of inflammatory mediators, such as prostaglandins and leukotrienes. Secondly, mitogen-activated protein kinase (MAPK) phosphatase 1 is induced, which leads to dephosphorylation and inactivation of Jun N-terminal kinase and directly inhibits c-Jun mediated transcription. Finally, transcriptional activity of nuclear factor (NF)-kappa-B is blocked, thereby inhibiting the transcription of cyclooxygenase 2 (COX-2), which is essential for prostaglandin production.",NCI,T109,Organic Chemical
1592,C1950816,flunisolide hemihydrate,MEDCIN,,,T109,Organic Chemical
1593,C1956346,coronary artery disease,MEDCIN,"Coronary artery disease (CAD) is the most common type of heart disease. It is the leading cause of death in the United States in both men and women. CAD happens when the arteries that supply blood to heart muscle become hardened and narrowed. This is due to the buildup of cholesterol and other material, called plaque, on their inner walls. This buildup is called atherosclerosis. As it grows, less blood can flow through the arteries. As a result, the heart muscle can't get the blood or oxygen it needs. This can lead to chest pain (angina) or a heart attack. Most heart attacks happen when a blood clot suddenly cuts off the hearts' blood supply, causing permanent heart damage.  Over time, CAD can also weaken the heart muscle and contribute to heart failure and arrhythmias. Heart failure means the heart can't pump blood well to the rest of the body. Arrhythmias are changes in the normal beating rhythm of the heart.  NIH: National Heart, Lung, and Blood Institute",MEDLINEPLUS,T047,Disease or Syndrome
1594,C1958126,Alogliptin,SNOMEDCT_US,"A selective, orally bioavailable, pyrimidinedione-based inhibitor of dipeptidyl peptidase 4 (DPP-4), with hypoglycemic activity. In addition to its effect on glucose levels, alogliptin may inhibit inflammatory responses by preventing the toll-like receptor 4 (TLR-4)-mediated formation of proinflammatory cytokines.",NCI,T109,Organic Chemical
1595,C1958569,Azilsartan,SNOMEDCT_US,,,T109,Organic Chemical
1596,C1960041,Small vessel disease due to type 1 diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1597,C1960042,Small vessel disease due to type 2 diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1598,C1960045,Mild intermittent asthma,SNOMEDCT_US,,,T047,Disease or Syndrome
1599,C1960046,Mild persistent asthma,SNOMEDCT_US,,,T047,Disease or Syndrome
1600,C1960047,Moderate persistent asthma,SNOMEDCT_US,,,T047,Disease or Syndrome
1601,C1960048,Severe persistent asthma,SNOMEDCT_US,,,T047,Disease or Syndrome
1602,C1960049,Exacerbation of intermittent asthma,SNOMEDCT_US,,,T033,Finding
1603,C1960181,Diabetic glomerulonephritis,SNOMEDCT_US,,,T047,Disease or Syndrome
1604,C1960216,Lumbosacral radiculoplexus neuropathy due to type 1 diabetes mellitus,SNOMEDCT_US,,,T046,Pathologic Function
1605,C1960217,Lumbosacral radiculoplexus neuropathy due to type 2 diabetes mellitus,SNOMEDCT_US,,,T046,Pathologic Function
1606,C1960272,Latent autoimmune diabetes mellitus in adult,SNOMEDCT_US,,,T047,Disease or Syndrome
1607,C1960626,diabetes mellitus associated with cystic fibrosis,MEDCIN,,,T047,Disease or Syndrome
1608,C1960678,Autonomic neuropathy due to type 1 diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
1609,C1963138,"Hypertension, CTCAE",NCI,A disorder characterized by a pathological increase in blood pressure.,NCI,T033,Finding
1610,C1969640,"Asthma-Related Traits, Susceptibility To, 6",OMIM,,,T033,Finding
